country,year,sex,value,quality_wstatus,quality_obs_flag,quality_conf_status,dataflow,last_update,freq,unit,age
Romania,2007,Females,15.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2008,Females,15.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2009,Females,14.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2010,Females,15.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2011,Females,16.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2012,Females,15.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2013,Females,14.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2014,Females,16.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2015,Females,15.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2016,Females,15.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2017,Females,13.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2018,Females,11.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2019,Females,11.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2020,Females,10.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2021,Females,11.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2022,Females,9.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2023,Females,10.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2024,Females,6.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Romania,2025,Females,7.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2013,Females,12.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2014,Females,12.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2015,Females,10.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2016,Females,9.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2017,Females,9.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2018,Females,8.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2019,Females,7.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2020,Females,6.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2021,Females,5.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2022,Females,4.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2023,Females,3.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Serbia,2024,Females,4.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2005,Females,4.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2006,Females,6.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2007,Females,5.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2008,Females,6.5,Employed persons,b,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2009,Females,7.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2010,Females,7.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2011,Females,7.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2012,Females,6.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2013,Females,7.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2014,Females,6.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2015,Females,6.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2016,Females,6.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2017,Females,5.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2018,Females,6.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2019,Females,6.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2020,Females,7.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2021,Females,5.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2022,Females,6.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2023,Females,6.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2024,Females,6.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Sweden,2025,Females,5.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2005,Females,4.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2006,Females,4.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2007,Females,4.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2008,Females,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2009,Females,4.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2010,Females,4.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2011,Females,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2012,Females,5.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2013,Females,5.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2014,Females,4.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2015,Females,5.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2016,Females,4.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2017,Females,5.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2018,Females,4.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2019,Females,3.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2020,Females,3.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2021,Females,4.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2022,Females,4.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2023,Females,4.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2024,Females,4.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovenia,2025,Females,4.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2005,Females,9.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2006,Females,6.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2007,Females,4.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2008,Females,5.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2009,Females,4.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2010,Females,5.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2011,Females,5.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2012,Females,5.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2013,Females,5.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2014,Females,5.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2015,Females,5.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2016,Females,6.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2017,Females,5.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2018,Females,5.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2019,Females,3.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2020,Females,4.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2021,Females,6.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2022,Females,6.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2023,Females,7.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Slovakia,2024,Females,8.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2006,Females,21.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2007,Females,19.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2008,Females,21.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2009,Females,22.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2010,Females,21.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2011,Females,17.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2012,Females,15.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2013,Females,13.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2014,Females,12.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2015,Females,11.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2016,Females,9.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2017,Females,9.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2018,Females,10.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2019,Females,9.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2020,Females,9.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2021,Females,8.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2022,Females,9.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2023,Females,7.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2024,Females,8.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Türkiye,2025,Females,8.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2005,Females,7.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2006,Females,7.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2007,Females,7.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2008,Females,9.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2009,Females,7.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2010,Females,6.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2011,Females,8.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2012,Females,8.9,Employed persons,b,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2013,Females,8.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2014,Females,8.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2015,Females,7.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2016,Females,8.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2017,Females,9.0,Employed persons,b,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
United Kingdom,2018,Females,10.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Kosovo*,2018,Females,3.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Albania,2017,Males,18.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Albania,2018,Males,16.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Albania,2019,Males,15.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Albania,2020,Males,14.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Albania,2021,Males,14.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Albania,2022,Males,12.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Albania,2023,Males,11.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2005,Males,7.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2006,Males,6.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2007,Males,6.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2008,Males,9.1,Employed persons,b,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2009,Males,9.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2010,Males,7.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2011,Males,8.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2012,Males,8.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2013,Males,8.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2014,Males,7.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2015,Males,8.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2016,Males,8.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2017,Males,7.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2018,Males,8.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2019,Males,7.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2020,Males,7.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2021,Males,8.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2022,Males,8.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2023,Males,8.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Austria,2024,Males,7.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2005,Males,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2006,Males,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2007,Males,4.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2008,Males,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2009,Males,4.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2010,Males,4.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2011,Males,4.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2012,Males,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2013,Males,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2014,Males,4.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2015,Males,4.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2016,Males,4.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2017,Males,5.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2018,Males,5.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2019,Males,4.9,Employed persons,b,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2020,Males,4.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2021,Males,4.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2022,Males,3.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2023,Males,5.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2024,Males,5.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Belgium,2025,Males,4.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2006,Males,5.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2007,Males,6.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2008,Males,7.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2009,Males,7.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2010,Males,8.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2011,Males,8.8,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2012,Males,7.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2013,Males,7.9,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2014,Males,9.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2015,Males,8.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2016,Males,13.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2017,Males,11.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2018,Males,11.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2019,Males,9.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2020,Males,10.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2021,Males,11.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2022,Males,11.1,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2023,Males,12.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2024,Males,13.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Bulgaria,2025,Males,12.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2007,Males,7.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2008,Males,9.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2009,Males,7.4,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2010,Males,7.0,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2011,Males,7.6,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2012,Males,8.5,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2013,Males,7.3,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2014,Males,6.3,Employed persons,b,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2015,Males,8.2,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
Switzerland,2016,Males,7.7,Employed persons,,,ESTAT:TESOV110(1.0),2024-04-26 23:00:00,Annual,Percentage,18 years or over
