country,year,sex,value,quality_obs_status_label,quality_note_indicator_label,quality_note_source_label,source_label,indicator_label
Italy,2020,Female,32.09,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2019,Male,38.56,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2019,Female,32.07,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2018,Male,38.69,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2018,Female,32.13,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2017,Male,38.58,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2017,Female,31.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2016,Male,38.46,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2016,Female,31.84,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2015,Male,38.48,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Italy,2015,Female,31.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2023,Male,43.95,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2023,Female,41.85,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2022,Male,43.99,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2022,Female,41.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2021,Male,44.01,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2021,Female,41.56,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2020,Male,44.42,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2020,Female,41.77,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2019,Male,44.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2019,Female,41.77,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2018,Male,44.13,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2018,Female,41.65,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2017,Male,43.95,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2017,Female,41.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2016,Male,43.89,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jamaica,2016,Female,41.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Jordan,2024,Male,49.1,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2024,Female,48.38,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2023,Male,50.19,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2023,Female,48.44,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2022,Male,49.7,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2022,Female,44.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2021,Male,48.88,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2021,Female,44.32,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2020,Male,48.37,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2020,Female,44.84,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2019,Male,49.58,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2019,Female,44.3,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2018,Male,48.4,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2018,Female,44.59,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2017,Male,47.99,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Jordan,2017,Female,46.07,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Japan,2015,Male,44.0,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Japan,2015,Female,33.1,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kazakhstan,2015,Male,42.0,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Sample Survey of Employment,Mean weekly hours usually worked per employee by sex
Kazakhstan,2015,Female,40.0,,Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Sample Survey of Employment,Mean weekly hours usually worked per employee by sex
Kenya,2022,Male,50.19,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,Mean weekly hours usually worked per employee by sex
Kenya,2022,Female,44.26,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,Mean weekly hours usually worked per employee by sex
Kenya,2021,Male,51.75,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,Mean weekly hours usually worked per employee by sex
Kenya,2021,Female,44.45,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,Mean weekly hours usually worked per employee by sex
Kenya,2019,Male,52.87,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,Mean weekly hours usually worked per employee by sex
Kenya,2019,Female,46.72,,,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous household survey,Mean weekly hours usually worked per employee by sex
Kenya,2016,Male,49.29,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Budget Survey,Mean weekly hours usually worked per employee by sex
Kenya,2016,Female,42.05,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Budget Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2023,Male,42.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2023,Female,38.97,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2022,Male,42.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2022,Female,39.02,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2021,Male,42.37,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2021,Female,38.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2020,Male,42.43,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2020,Female,39.24,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2019,Male,42.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2019,Female,39.02,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2018,Male,42.86,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2018,Female,39.74,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2017,Male,42.53,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2017,Female,39.59,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2016,Male,42.74,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2016,Female,39.65,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2015,Male,42.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Kyrgyzstan,2015,Female,39.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment and Unemployment Survey,Mean weekly hours usually worked per employee by sex
Cambodia,2019,Male,49.45,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Cambodia,2019,Female,48.58,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Republic of Korea,2015,Male,45.6,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,"Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts",LFS - Economically Active Population Survey,Mean weekly hours usually worked per employee by sex
Republic of Korea,2015,Female,39.2,,Central tendency measure: Weighted mean | Working time arrangement coverage: Full-time and part time workers | Working time concept: Hours actually worked,"Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding armed forces and/or conscripts",LFS - Economically Active Population Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2024,Male,43.0,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2024,Female,40.32,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2023,Male,43.08,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2023,Female,41.03,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2022,Male,43.37,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2022,Female,41.43,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2021,Male,43.82,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2021,Female,41.6,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2020,Male,44.4,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2020,Female,41.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2019,Male,45.03,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2019,Female,41.57,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2018,Male,46.2,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2018,Female,42.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2017,Male,45.94,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2017,Female,41.01,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2016,Male,45.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2016,Female,40.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2015,Male,44.6,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Kosovo,2015,Female,40.15,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lao People's Democratic Republic,2022,Male,44.55,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lao People's Democratic Republic,2022,Female,42.97,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lao People's Democratic Republic,2017,Male,43.08,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lao People's Democratic Republic,2017,Female,41.87,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lebanon,2019,Male,51.79,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lebanon,2019,Female,40.48,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Liberia,2016,Male,46.38,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Income and Expenditure Survey,Mean weekly hours usually worked per employee by sex
Liberia,2016,Female,42.89,,,Repository: ILO-STATISTICS - Micro data processing,HIES - Household Income and Expenditure Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2025,Male,40.27,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2025,Female,39.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2024,Male,40.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2024,Female,40.28,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2023,Male,41.42,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2023,Female,40.47,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2022,Male,40.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2022,Female,40.17,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2021,Male,40.41,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2021,Female,40.07,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2020,Male,40.75,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2020,Female,40.01,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2019,Male,41.15,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2019,Female,40.36,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2018,Male,41.27,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2018,Female,40.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2017,Male,41.0,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Saint Lucia,2017,Female,39.87,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2024,Male,48.61,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2024,Female,44.37,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2023,Male,48.39,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2023,Female,43.45,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2022,Male,49.89,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2022,Female,44.47,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2021,Male,50.16,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2021,Female,44.48,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2020,Male,50.49,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2020,Female,44.64,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2019,Male,50.44,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2019,Female,44.4,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2018,Male,50.45,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2018,Female,44.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2017,Male,50.8,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2017,Female,44.99,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2016,Male,50.13,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2016,Female,44.3,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2015,Male,50.26,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Sri Lanka,2015,Female,44.16,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lesotho,2024,Male,53.89,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Integrated Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lesotho,2024,Female,52.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Integrated Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lesotho,2019,Male,51.77,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Integrated Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lesotho,2019,Female,50.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Integrated Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2024,Male,39.59,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2024,Female,38.64,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2023,Male,39.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2023,Female,38.48,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2022,Male,39.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2022,Female,38.42,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2021,Male,39.57,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2021,Female,38.53,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2020,Male,39.48,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2020,Female,38.37,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2019,Male,39.32,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2019,Female,38.29,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2018,Male,39.31,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2018,Female,37.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2017,Male,39.28,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2017,Female,37.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2016,Male,39.29,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2016,Female,37.8,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2015,Male,39.14,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Lithuania,2015,Female,37.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2024,Male,39.95,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2024,Female,35.35,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2023,Male,40.27,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2023,Female,35.5,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2022,Male,40.19,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2022,Female,35.42,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2021,Male,40.25,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2021,Female,35.49,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2020,Male,39.45,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2020,Female,34.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2019,Male,39.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2019,Female,35.22,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Luxembourg,2018,Male,39.74,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
