country,year,sex,value,quality_obs_status_label,quality_note_indicator_label,quality_note_source_label,source_label,indicator_label
Germany,2018,Male,37.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Germany,2018,Female,30.32,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Germany,2017,Male,38.1,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Germany,2017,Female,30.2,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Germany,2016,Male,38.26,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Germany,2016,Female,30.25,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Germany,2015,Male,38.34,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Germany,2015,Female,30.12,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Djibouti,2017,Male,36.26,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,HS - Djiboutian Household Survey,Mean weekly hours usually worked per employee by sex
Djibouti,2017,Female,33.94,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,HS - Djiboutian Household Survey,Mean weekly hours usually worked per employee by sex
Denmark,2024,Male,34.46,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2024,Female,30.77,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2023,Male,34.92,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2023,Female,31.19,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2022,Male,35.13,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2022,Female,31.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2021,Male,35.21,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2021,Female,31.91,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2020,Male,34.21,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2020,Female,31.09,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2019,Male,34.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2019,Female,30.88,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2018,Male,34.43,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2018,Female,30.9,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2017,Male,34.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2017,Female,30.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2016,Male,34.23,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2016,Female,30.74,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2015,Male,34.44,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Denmark,2015,Female,30.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2025,Male,45.0,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2025,Female,40.54,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2024,Male,45.22,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2024,Female,40.39,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2023,Male,45.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2023,Female,40.27,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2022,Male,45.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2022,Female,40.84,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2021,Male,45.04,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2021,Female,40.12,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2020,Male,44.84,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2020,Female,39.93,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2019,Male,45.33,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2019,Female,39.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2018,Male,45.8,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2018,Female,39.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2017,Male,46.04,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2017,Female,39.67,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2016,Male,46.28,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2016,Female,40.01,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2015,Male,47.24,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Dominican Republic,2015,Female,39.97,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous National Labour Force Survey,Mean weekly hours usually worked per employee by sex
Ecuador,2025,Male,38.72,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2025,Female,36.95,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2024,Male,38.86,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2024,Female,36.71,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2023,Male,39.11,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2023,Female,36.72,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2022,Male,39.63,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2022,Female,37.31,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2021,Male,39.65,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2021,Female,37.75,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2020,Male,39.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2020,Female,37.65,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2019,Male,40.55,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2019,Female,38.12,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2018,Male,41.11,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2018,Female,38.37,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2017,Male,41.65,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2017,Female,38.26,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2016,Male,41.97,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2016,Female,38.25,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2015,Male,41.99,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Ecuador,2015,Female,39.15,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - National Survey on Employment, Unemployment and Underemployment",Mean weekly hours usually worked per employee by sex
Spain,2025,Male,39.7,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2025,Female,35.65,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2024,Male,38.44,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2024,Female,34.45,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2023,Male,38.49,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2023,Female,34.43,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2022,Male,38.71,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2022,Female,34.28,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2021,Male,38.45,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2021,Female,33.94,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2020,Male,38.58,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2020,Female,34.16,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2019,Male,38.7,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2019,Female,33.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2018,Male,38.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2018,Female,33.83,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2017,Male,38.72,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2017,Female,33.9,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2016,Male,38.88,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2016,Female,33.74,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2015,Male,39.08,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Spain,2015,Female,33.68,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2024,Male,38.7,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2024,Female,36.58,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2023,Male,38.67,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2023,Female,36.47,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2022,Male,38.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2022,Female,36.33,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2021,Male,39.06,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2021,Female,36.59,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2020,Male,39.11,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2020,Female,36.87,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2019,Male,39.26,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2019,Female,36.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2018,Male,39.48,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2018,Female,37.03,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2017,Male,39.66,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2017,Female,37.3,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2016,Male,39.53,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2016,Female,37.16,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2015,Male,39.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Estonia,2015,Female,37.42,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2024,Male,36.74,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2024,Female,33.81,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2023,Male,36.49,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2023,Female,33.2,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2022,Male,36.4,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2022,Female,32.99,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2021,Male,37.02,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2021,Female,33.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2020,Male,37.61,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2020,Female,34.72,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2019,Male,37.69,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2019,Female,34.38,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2018,Male,37.79,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2018,Female,34.72,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2017,Male,37.76,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2017,Female,34.37,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2016,Male,37.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2016,Female,34.42,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2015,Male,37.62,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Finland,2015,Female,34.61,,,Repository: ILO-STATISTICS - Micro data processing,LFS - EU Labour Force Survey,Mean weekly hours usually worked per employee by sex
Fiji,2024,Male,43.19,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - Employment, Unemployment Survey",Mean weekly hours usually worked per employee by sex
Fiji,2024,Female,41.36,,,Repository: ILO-STATISTICS - Micro data processing,"LFS - Employment, Unemployment Survey",Mean weekly hours usually worked per employee by sex
France,2024,Male,37.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2024,Female,34.3,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2023,Male,37.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2023,Female,34.35,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2022,Male,38.07,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2022,Female,34.38,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2021,Male,38.03,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2021,Female,34.1,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2020,Male,38.46,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2020,Female,34.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2019,Male,38.42,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2019,Female,34.31,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2018,Male,38.36,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2018,Female,34.06,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2017,Male,38.36,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2017,Female,33.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2016,Male,38.41,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2016,Female,33.86,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2015,Male,38.4,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
France,2015,Female,33.73,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Employment Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2025,Male,39.15,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2025,Female,33.14,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2024,Male,39.37,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2024,Female,33.19,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2023,Male,39.32,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2023,Female,33.11,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2022,Male,39.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2022,Female,33.22,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2021,Male,40.01,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2021,Female,33.13,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2020,Male,40.21,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2020,Female,32.78,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2019,Male,40.53,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2019,Female,32.47,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2018,Male,40.51,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2018,Female,32.35,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2017,Male,40.59,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2017,Female,32.2,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2016,Male,40.63,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2016,Female,32.2,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2015,Male,40.83,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
United Kingdom of Great Britain and Northern Ireland,2015,Female,32.14,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Georgia,2024,Male,44.98,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Georgia,2024,Female,38.84,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
Georgia,2023,Male,45.18,,,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,Mean weekly hours usually worked per employee by sex
